----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2022,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Text Search: "Medical Scientist",  "MSTP" (or)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM AT TUFTS UNIVERSITY","n/a","NIGMS","6914164","4/15/2005 12:00:00 AM"," ","5T32GM008448-12","5","T32","GM","008448","12"," ","SHAPIRO, BERT I","7/1/1994 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1882201","WALDOR, MATTHEW K","Not Applicable","08","PHYSIOLOGY","039318308","C1F5LNUF7W86","039318308","C1F5LNUF7W86","US","42.349907","-71.061712","8422704","TUFTS UNIVERSITY BOSTON","BOSTON","MA","SCHOOLS OF MEDICINE","021111901","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","190143",
"No NIH Category available"," ","Medical Scientist Training Program at Univ. of Texas","n/a","NIGMS","6917157","5/26/2005 12:00:00 AM"," ","5T32GM008014-24","5","T32","GM","008014","24"," ","SHAPIRO, BERT I","7/1/1982 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1965564","BROWN, MICHAEL S","Not Applicable","30","GENETICS","800771545","YZJ6DKPM4W63","800771545","YZJ6DKPM4W63","US","32.814772","-96.841146","578404","UT SOUTHWESTERN MEDICAL CENTER","DALLAS","TX","SCHOOLS OF MEDICINE","753909105","UNITED STATES","N","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","859","Training, Institutional","2005"," "," ","NIGMS"," "," "," ","743216",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6756014","6/30/2004 12:00:00 AM"," ","5T32GM007267-26","5","T32","GM","007267","26"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT(02)-B]"," ","6398572","OWENS, GARY K","Not Applicable","05","PHYSIOLOGY","065391526","JJG6HU8PA4S5","065391526","JJG6HU8PA4S5","US","38.034207","-78.512346","1526402","UNIVERSITY OF VIRGINIA","CHARLOTTESVILLE","VA","SCHOOLS OF MEDICINE","229044195","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","363801",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6749372","6/28/2004 12:00:00 AM"," ","2T32GM008607-06","2","T32","GM","008607","06"," ","SHAPIRO, BERT I","7/1/1999 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1959061","CINTI, DOMINICK L","Not Applicable","05","PHARMACOLOGY","022254226","H6D6JMXJXDE6","022254226","H6D6JMXJXDE6","US","41.733439","-72.797053","1506603","UNIVERSITY OF CONNECTICUT SCH OF MED/DNT","FARMINGTON","CT","SCHOOLS OF MEDICINE","060305335","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","133435",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6794666","8/25/2004 12:00:00 AM"," ","5T32GM007309-30","5","T32","GM","007309","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT(02)-B]"," ","1880560","SILICIANO, ROBERT F","Not Applicable","07","BIOCHEMISTRY","001910777","FTMTDMBR29C7","001910777","FTMTDMBR29C7","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","2120513",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6793716","6/17/2004 12:00:00 AM"," ","5T32GM008361-13","5","T32","GM","008361","13"," ","SHAPIRO, BERT I","7/1/1992 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1870572","BUCY, R PAT","Not Applicable","07","PATHOLOGY","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","457714",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6765916","6/14/2004 12:00:00 AM"," ","5T32GM007367-29","5","T32","GM","007367","29"," ","SHAPIRO, BERT I","11/1/1976 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1871427","SHELANSKI, MICHAEL L","Not Applicable","15","PATHOLOGY","621889815","QHF5ZZ114M72","621889815","QHF5ZZ114M72","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","100323725","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","945535",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6697604","6/21/2004 12:00:00 AM"," ","2T32GM007347-26","2","T32","GM","007347","26"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","8001798","DERMODY, TERENCE S.","Not Applicable","05","INTERNAL MEDICINE/MEDICINE","965717143","GTNBNWXJ12D5","965717143","GTNBNWXJ12D5","US","36.140134","-86.796274","8721001","VANDERBILT UNIVERSITY","NASHVILLE","TN","SCHOOLS OF MEDICINE","372032408","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","811247",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6775567","5/28/2004 12:00:00 AM"," ","5T32GM007198-30","5","T32","GM","007198","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1881196","INSEL, PAUL A","Not Applicable","53","PHARMACOLOGY","804355790","UYTTZT6G9DT1","804355790","UYTTZT6G9DT1","US","32.881785","-117.236973","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA","CA","SCHOOLS OF MEDICINE","920930621","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","938896",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6768788","6/28/2004 12:00:00 AM"," ","5T32GM007170-30","5","T32","GM","007170","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","6125110","BRASS, LAWRENCE F","Not Applicable","02","INTERNAL MEDICINE/MEDICINE","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","2431288",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6764191","5/10/2004 12:00:00 AM"," ","5T32GM063483-03","5","T32","GM","063483","03"," ","SHAPIRO, BERT I","7/1/2002 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1868680","MYATT, LESLIE ","Not Applicable","01","OBSTETRICS & GYNECOLOGY","041064767","DZ4YCZ3QSPR5","041064767","DZ4YCZ3QSPR5","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","164271",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6764051","6/17/2004 12:00:00 AM"," ","5T32GM007288-30","5","T32","GM","007288","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1859306","AKABAS, MYLES H","Not Applicable","15","MICROBIOLOGY/IMMUN/VIROLOGY","110521739"," ","110521739"," ","US","40.851026","-73.844361","9433501","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","SCHOOLS OF MEDICINE","104611900","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1583576",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6750840","6/21/2004 12:00:00 AM"," ","2T32GM007266-30","2","T32","GM","007266","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1860313","LOEB, LAWRENCE A","Not Applicable","07","PATHOLOGY","605799469","HD1WMN6945W6","605799469","HD1WMN6945W6","US","47.660049","-122.31441","9087701","UNIVERSITY OF WASHINGTON","SEATTLE","WA","SCHOOLS OF MEDICINE","981951016","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1051388",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6748306","5/10/2004 12:00:00 AM"," ","2T32GM008620-06","2","T32","GM","008620","06"," ","SHAPIRO, BERT I","7/1/1999 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1882112","GOLDIN, ALAN L","Not Applicable","48","MICROBIOLOGY/IMMUN/VIROLOGY","046705849","MJC5FCYQTPE6","046705849","MJC5FCYQTPE6","US","33.678042","-117.773718","577504","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","SCHOOLS OF MEDICINE","926970001","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","199739",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6770108","7/5/2004 12:00:00 AM"," ","5T32GM007171-30","5","T32","GM","007171","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1871037","PIZZO, SALVATORE V","Not Applicable","04","PATHOLOGY","044387793","TP7EK8DZV6N5","044387793","TP7EK8DZV6N5","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1578591",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6775623","5/12/2004 12:00:00 AM"," ","5T32GM007337-28","5","T32","GM","007337","28"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1898349","GEYER, PAMELA K.","Not Applicable","02","BIOCHEMISTRY","062761671","Z1H9VJS8NG16","062761671","Z1H9VJS8NG16","US","41.662689","-91.547715","3972901","UNIVERSITY OF IOWA","IOWA CITY","IA","SCHOOLS OF MEDICINE","522421320","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","644699",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6784755","5/28/2004 12:00:00 AM"," ","5T32GM007330-28","5","T32","GM","007330","28"," ","SHAPIRO, BERT I","7/1/1977 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT(02)-B]"," ","7353736","LUPSKI, JAMES RICHARD","Not Applicable","07","GENETICS","051113330","FXKMA43NTV21","051113330","FXKMA43NTV21","US","29.711148","-95.39695","481201","BAYLOR COLLEGE OF MEDICINE","HOUSTON","TX","SCHOOLS OF MEDICINE","770303411","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","631826",
"No NIH Category available"," ","MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6788074","7/2/2004 12:00:00 AM"," ","5T32GM007205-30","5","T32","GM","007205","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT(02)-B]"," ","1866407","JAMIESON, JAMES DOUGLAS","Not Applicable","03","ANATOMY/CELL BIOLOGY","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","2050962",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6754462","6/23/2004 12:00:00 AM"," ","5T32GM008152-18","5","T32","GM","008152","18"," ","SHAPIRO, BERT I","7/1/1987 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1877098","ENGMAN, DAVID M.","Not Applicable","07","PATHOLOGY","005436803","KG76WYENL5K1","005436803","KG76WYENL5K1","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY AT CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606114579","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","943502",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6658835","6/18/2004 12:00:00 AM"," ","2T32GM007250-29","2","T32","GM","007250","29"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2009 12:00:00 AM","ZGM1-BRT-2(MS)"," ","1888529","HARDING, CLIFFORD V","Not Applicable","11","PATHOLOGY","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1334573",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6770022","8/20/2004 12:00:00 AM"," ","5T32GM008042-22","5","T32","GM","008042","22"," ","SHAPIRO, BERT I","7/1/1983 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","1886026","WITTE, OWEN N","Not Applicable","30","NONE","092530369","RN64EPNH8JC6","092530369","RN64EPNH8JC6","US","34.104809","-118.41105","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF MEDICINE","900952000","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1176426",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6756592","5/10/2004 12:00:00 AM"," ","5T32GM008208-16","5","T32","GM","008208","16"," ","SHAPIRO, BERT I","7/1/1987 12:00:00 AM","6/30/2007 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1872954","WILEY, CLAYTON A.","Not Applicable","14","PATHOLOGY","004514360","MKAGLD59JRL1","004514360","MKAGLD59JRL1","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","152133320","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","399184",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6764195","6/10/2004 12:00:00 AM"," ","5T32GM008244-17","5","T32","GM","008244","17"," ","SHAPIRO, BERT I","7/1/1988 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee B[BRT-B]"," ","1886510","LEBIEN, TUCKER W","Not Applicable","05","PATHOLOGY","555917996","KABJZBBJ4B54","555917996","KABJZBBJ4B54","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF MEDICINE","554552070","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","80628",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6698897","6/21/2004 12:00:00 AM"," ","2T32GM008719-06","2","T32","GM","008719","06"," ","SHAPIRO, BERT I","7/1/1999 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","2008267","ORRINGER, EUGENE P","Not Applicable","04","INTERNAL MEDICINE/MEDICINE","608195277","D3LHU66KBLD5","608195277","D3LHU66KBLD5","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF MEDICINE","275995023","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","439958",
"No NIH Category available"," ","Medical Scientist Training Program","n/a","NIGMS","6750898","6/28/2004 12:00:00 AM"," ","2T32GM007365-29","2","T32","GM","007365","29"," ","SHAPIRO, BERT I","11/1/1976 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1883543","BARSH, GREGORY STEFAN","Not Applicable","14","PEDIATRICS","009214214","HJD6G4D6TJY5","009214214","HJD6G4D6TJY5","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1996435",
"No NIH Category available"," ","Medical Scientist Training Program Grant","n/a","NIGMS","6748387","6/18/2004 12:00:00 AM"," ","2T32GM007356-29","2","T32","GM","007356","29"," ","SHAPIRO, BERT I","11/1/1976 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1890923","O'BANION, MICHAEL KERRY","Not Applicable","28","NEUROSCIENCES","041294109","F27KDXZMF9Y8","041294109","F27KDXZMF9Y8","US","43.16888","-77.615939","7047101","UNIVERSITY OF ROCHESTER","ROCHESTER","NY","SCHOOL OF MEDICINE & DENTISTRY","146270140","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","520781",
"No NIH Category available"," ","Medical Scientist Research Service Award","n/a","NIGMS","6764006","8/18/2004 12:00:00 AM"," ","5T32GM007308-30","5","T32","GM","007308","30"," ","SHAPIRO, BERT I","7/1/1975 12:00:00 AM","6/30/2008 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT(01)-A]"," ","8021264","ULANE, RODNEY E","Not Applicable","14","NONE","121911077","M5SZJ6VHUHN8","121911077","M5SZJ6VHUHN8","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1226209",
"No NIH Category available"," ","OHSU Medical Scientist Training Program","n/a","NIGMS","6592617","6/11/2004 12:00:00 AM"," ","1T32GM067549-01","1","T32","GM","067549","01"," ","SHAPIRO, BERT I","7/1/2004 12:00:00 AM","6/30/2009 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866582","ROTWEIN, PETER SCOTT","Not Applicable","01","INTERNAL MEDICINE/MEDICINE","096997515","NPSNT86JKN51","096997515","NPSNT86JKN51","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","SCHOOLS OF MEDICINE","972393098","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","144335",
"No NIH Category available"," ","COMPARATIVE MEDICAL SCIENTIST POSTDOCTORAL TRAINING","n/a","NCRR","6771833","6/30/2004 12:00:00 AM"," ","5T32RR007003-28","5","T32","RR","007003","28"," ","WATSON, WILLIAM T","7/1/1982 12:00:00 AM","6/30/2007 12:00:00 AM","Comparative Medicine Review Committee[RIRG-C]"," ","1903650","SCHOEB, TRENTON R","Not Applicable","07","GENETICS","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","389","Training, Institutional","2004"," "," ","NCRR"," "," "," ","203791",
"No NIH Category available"," ","MICHIGAN MEDICAL SCIENTIST TRAINING PROGRAM","n/a","NIGMS","6767649","6/10/2004 12:00:00 AM"," ","5T32GM007863-25","5","T32","GM","007863","25"," ","SHAPIRO, BERT I","8/1/1980 12:00:00 AM","6/30/2005 12:00:00 AM","Biomedical Research and Research Training Review Subcommittee A[BRT-A]"," ","1866410","KOENIG, RONALD JAY","Not Applicable","15","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","7/1/2004 12:00:00 AM","6/30/2005 12:00:00 AM","859","Training, Institutional","2004"," "," ","NIGMS"," "," "," ","1534023",
